,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,is_train,saleprice
1465,1675,527427200,120,RH,26.0,10943,Pave,None,4,Lvl,16,FR2,9,NAmes,Norm,Norm,TwnhsE,1Story,36,25,1997,1998,Gable,CompShg,MetalSd,MetalSd,0,0.0,16,9,PConc,16.0,9.0,1.0,36.0,930.0,1.0,0.0,475.0,1405.0,GasA,25,1,25.0,1337,0,0,1337,1.0,0.0,2,0,2,1,16,5,49,1,9.0,Attchd,9.0,2.0,522.0,9.0,9.0,1,0,68,0,0,0,0,0.0,0.0,None,0,10,2007,WD ,1,177000.0
1466,2038,903457130,190,RM,52.0,4330,Pave,Grvl,16,Lvl,16,Inside,9,IDOTRR,Norm,Norm,2fmCon,1.5Fin,16,36,1958,1958,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,BrkTil,4.0,9.0,1.0,9.0,681.0,25.0,127.0,0.0,808.0,GasA,9,1,25.0,838,477,0,1315,1.0,0.0,2,0,3,1,9,5,49,0,0.0,Detchd,4.0,2.0,436.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,2,2007,COD,1,99500.0
1467,2416,528221010,20,RL,102.0,11660,Pave,None,9,Lvl,16,Inside,9,Gilbert,Norm,Norm,1Fam,1Story,36,25,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,9.0,1.0,0.0,1.0,0.0,1326.0,1326.0,GasA,25,1,25.0,1326,0,0,1326,0.0,0.0,2,0,3,1,16,6,49,0,0.0,Attchd,9.0,2.0,427.0,9.0,9.0,1,100,0,0,0,0,0,0.0,0.0,None,0,7,2006,New,1,174190.0
1468,2507,533212100,160,FV,30.0,3180,Pave,Pave,16,Lvl,16,Inside,9,Somerst,Norm,Norm,TwnhsE,2Story,49,25,2005,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,600.0,600.0,GasA,25,1,25.0,520,600,80,1200,0.0,0.0,2,1,2,1,16,4,49,0,0.0,Detchd,4.0,2.0,480.0,9.0,9.0,1,0,166,0,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,151000.0
1469,269,907290170,120,RM,68.0,4435,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,TwnhsE,1Story,36,25,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,170.0,16,9,PConc,16.0,9.0,9.0,36.0,672.0,1.0,0.0,176.0,848.0,GasA,25,1,25.0,848,0,0,848,1.0,0.0,1,0,1,1,16,4,49,0,0.0,Attchd,9.0,2.0,420.0,9.0,9.0,1,140,0,0,0,0,0,0.0,0.0,None,0,4,2010,WD ,1,143750.0
1470,981,923230200,85,RL,50.0,7689,Pave,None,9,Lvl,16,Inside,9,Mitchel,Norm,Norm,1Fam,SFoyer,25,64,1972,1972,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,16.0,9.0,9.0,36.0,720.0,16.0,76.0,0.0,796.0,GasA,16,1,25.0,796,0,0,796,0.0,1.0,1,0,2,1,9,4,49,0,0.0,Detchd,1.0,1.0,336.0,9.0,9.0,1,138,0,0,0,0,0,0.0,9.0,None,0,7,2009,WD ,1,131900.0
1471,2296,923230010,60,RL,68.0,8286,Pave,None,9,Lvl,16,Corner,9,Mitchel,Norm,Norm,1Fam,2Story,25,49,1977,1977,Gable,CompShg,Plywood,Plywood,0,0.0,9,9,PConc,16.0,9.0,1.0,9.0,531.0,1.0,0.0,185.0,716.0,GasA,25,1,25.0,716,716,0,1432,1.0,0.0,1,1,3,1,9,6,49,1,16.0,Attchd,9.0,2.0,531.0,9.0,9.0,1,0,136,0,0,240,0,0.0,16.0,None,0,6,2007,WD ,1,157000.0
1472,940,910202070,70,RM,59.0,10690,Pave,None,16,Lvl,16,Inside,9,IDOTRR,Norm,Norm,1Fam,2Story,25,49,1920,1997,Hip,CompShg,VinylSd,VinylSd,0,0.0,9,16,CBlock,9.0,4.0,1.0,9.0,456.0,1.0,0.0,216.0,672.0,GasA,16,1,16.0,672,672,0,1344,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Detchd,1.0,1.0,468.0,9.0,4.0,1,0,128,218,0,0,0,0.0,0.0,None,0,7,2009,WD ,1,147000.0
1473,475,528235010,60,RL,71.0,7795,Pave,None,9,Lvl,16,Inside,9,Gilbert,Norm,Norm,1Fam,2Story,49,25,2004,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,1.0,36.0,425.0,1.0,0.0,291.0,716.0,GasA,25,1,25.0,716,716,0,1432,1.0,0.0,2,1,3,1,16,6,49,1,16.0,Attchd,9.0,2.0,432.0,9.0,9.0,1,100,51,0,0,0,0,0.0,0.0,None,0,7,2009,WD ,1,188500.0
1474,2404,528174080,120,RL,43.0,7052,Pave,None,9,Lvl,16,Inside,9,NridgHt,Norm,Norm,TwnhsE,1Story,49,25,2005,2005,Gable,CompShg,VinylSd,VinylSd,1,240.0,16,9,PConc,16.0,9.0,9.0,36.0,659.0,1.0,0.0,705.0,1364.0,GasA,25,1,25.0,1364,0,0,1364,1.0,0.0,2,0,2,1,16,6,49,1,16.0,Attchd,4.0,2.0,484.0,9.0,9.0,1,192,36,0,0,0,0,0.0,0.0,None,0,6,2006,WD ,1,185850.0
1475,2491,532376080,20,RL,68.0,9308,Pave,None,9,Lvl,16,CulDSac,9,Sawyer,RRNe,Norm,1Fam,1Story,25,25,1965,1965,Gable,CompShg,HdBoard,HdBoard,0,0.0,9,9,CBlock,9.0,9.0,1.0,9.0,554.0,1.0,0.0,430.0,984.0,GasA,9,1,25.0,984,0,0,984,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Attchd,1.0,1.0,310.0,9.0,9.0,1,0,0,0,0,0,0,0.0,9.0,None,0,7,2006,WD ,1,126000.0
1476,601,534275100,20,RL,65.0,8125,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,49,1959,1959,Hip,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,16.0,403.0,1.0,0.0,461.0,864.0,GasA,25,1,25.0,864,0,0,864,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Detchd,1.0,1.0,308.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,9,2009,WD ,1,118000.0
1477,1640,527252050,120,RL,61.0,8035,Pave,None,9,HLS,16,Inside,9,StoneBr,Norm,Norm,TwnhsE,1Story,81,25,2006,2006,Gable,CompShg,MetalSd,MetalSd,1,165.0,16,9,PConc,25.0,9.0,16.0,36.0,797.0,1.0,0.0,815.0,1612.0,GasA,25,1,25.0,1612,0,0,1612,1.0,0.0,2,0,2,1,25,6,49,1,16.0,Attchd,9.0,2.0,556.0,9.0,9.0,1,0,164,0,0,0,0,0.0,0.0,None,0,3,2007,WD ,1,319900.0
1478,2926,923275080,80,RL,37.0,7937,Pave,None,9,Lvl,16,CulDSac,9,Mitchel,Norm,Norm,1Fam,SLvl,36,36,1984,1984,Gable,CompShg,HdBoard,HdBoard,0,0.0,9,9,CBlock,9.0,9.0,9.0,36.0,819.0,1.0,0.0,184.0,1003.0,GasA,9,1,25.0,1003,0,0,1003,1.0,0.0,1,0,3,1,9,6,49,0,0.0,Detchd,1.0,2.0,588.0,9.0,9.0,1,120,0,0,0,0,0,0.0,16.0,None,0,3,2006,WD ,1,142500.0
1479,653,535354070,20,RL,60.0,9600,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,25,36,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,9.0,9.0,1.0,16.0,390.0,1.0,0.0,810.0,1200.0,GasA,9,1,25.0,1200,0,0,1200,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Attchd,9.0,1.0,246.0,9.0,9.0,1,126,0,0,0,0,0,0.0,4.0,None,0,8,2009,WD ,1,129900.0
1480,2406,528181030,120,RL,48.0,6955,Pave,None,9,Lvl,16,Inside,9,NridgHt,Norm,Norm,TwnhsE,1Story,49,25,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,94.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1368.0,1368.0,GasA,25,1,25.0,1368,0,0,1368,0.0,0.0,2,0,2,1,16,6,49,1,16.0,Attchd,4.0,2.0,474.0,9.0,9.0,1,132,35,0,0,0,0,0.0,0.0,None,0,9,2006,New,1,202500.0
1481,2701,904100170,20,RL,100.0,21370,Pave,None,16,Lvl,16,FR2,9,Sawyer,Norm,Norm,1Fam,1Story,25,25,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,0,0.0,9,9,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,9,1,16.0,1640,0,0,1640,0.0,0.0,1,0,3,1,9,7,36,1,16.0,Attchd,4.0,2.0,394.0,9.0,9.0,1,0,0,225,0,0,0,0.0,0.0,Shed,600,6,2006,WD ,1,131000.0
1482,1472,907295100,90,RM,83.0,10126,Pave,None,16,Lvl,16,Corner,9,CollgCr,Norm,Norm,Duplex,SFoyer,36,25,1997,1998,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,16,PConc,16.0,9.0,16.0,36.0,1593.0,4.0,162.0,83.0,1838.0,GasA,25,1,25.0,1838,0,0,1838,2.0,0.0,2,0,2,2,9,8,49,0,0.0,Attchd,1.0,3.0,721.0,9.0,9.0,1,160,67,0,0,0,0,0.0,0.0,None,0,7,2008,WD ,1,185000.0
1483,417,527455080,160,RL,24.0,2364,Pave,None,16,Lvl,16,Inside,9,NPkVill,Norm,Norm,TwnhsE,2Story,36,25,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0,0.0,16,9,CBlock,16.0,9.0,1.0,25.0,279.0,1.0,0.0,576.0,855.0,GasA,9,1,25.0,855,601,0,1456,0.0,0.0,2,1,3,1,9,6,49,1,9.0,Attchd,9.0,2.0,440.0,9.0,9.0,1,147,0,0,0,0,0,0.0,0.0,None,0,4,2009,WD ,1,138000.0
1484,2664,902329070,70,RM,60.0,3600,Pave,Grvl,16,Lvl,16,Inside,9,OldTown,Norm,Norm,1Fam,2Story,36,49,1910,1993,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,684.0,684.0,GasA,25,0,16.0,684,684,0,1368,0.0,0.0,1,0,3,1,9,7,49,0,0.0,Detchd,1.0,1.0,216.0,9.0,4.0,0,0,158,0,0,0,0,0.0,0.0,None,0,10,2006,WD ,1,114504.0
1485,283,908225320,50,RL,52.0,8741,Pave,None,16,Lvl,16,Inside,9,Edwards,Norm,Norm,1Fam,1.5Fin,36,16,1945,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,9,CBlock,9.0,4.0,1.0,4.0,94.0,1.0,0.0,641.0,735.0,GasA,9,1,16.0,798,689,0,1487,0.0,0.0,1,1,3,1,9,7,49,1,16.0,Detchd,1.0,1.0,220.0,9.0,9.0,1,0,140,0,0,0,0,0.0,9.0,None,0,4,2010,WD ,1,113000.0
1486,302,910202060,50,RM,40.0,5436,Pave,None,16,Lvl,16,Inside,9,IDOTRR,Norm,Norm,1Fam,1.5Fin,16,64,1922,2007,Gable,CompShg,VinylSd,VinylSd,0,0.0,9,16,BrkTil,9.0,9.0,1.0,16.0,735.0,1.0,0.0,61.0,796.0,GasA,16,1,25.0,796,358,0,1154,1.0,0.0,1,0,3,1,16,7,49,0,0.0,Detchd,1.0,1.0,240.0,9.0,9.0,0,0,96,0,0,0,0,0.0,9.0,None,0,5,2010,WD ,1,125500.0
1487,2053,905102010,80,RL,65.0,14149,Pave,None,9,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,SLvl,25,64,1964,2001,Hip,CompShg,HdBoard,HdBoard,1,50.0,16,16,CBlock,9.0,9.0,16.0,4.0,68.0,16.0,722.0,190.0,980.0,GasA,9,1,25.0,1020,0,0,1020,0.0,1.0,2,0,3,1,9,5,49,1,1.0,Detchd,1.0,2.0,528.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,5,2007,WD ,1,165000.0
1488,2662,902325160,50,RM,63.0,5000,Pave,None,16,Lvl,16,Corner,9,OldTown,Norm,Norm,1Fam,1.5Fin,25,16,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,540.0,540.0,GasA,16,0,16.0,889,551,0,1440,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Attchd,1.0,1.0,352.0,4.0,9.0,1,0,0,77,0,0,0,0.0,0.0,None,0,4,2006,WD ,1,79000.0
1489,99,533212060,160,FV,24.0,2544,Pave,Pave,16,Lvl,16,Inside,9,Somerst,Norm,Norm,Twnhs,2Story,36,25,2005,2005,Gable,CompShg,VinylSd,VinylSd,1,216.0,16,9,PConc,16.0,9.0,1.0,36.0,376.0,1.0,0.0,224.0,600.0,GasA,25,1,25.0,600,636,0,1236,1.0,0.0,2,1,2,1,16,4,49,0,0.0,Detchd,4.0,2.0,480.0,9.0,9.0,1,0,166,0,0,0,0,0.0,0.0,None,0,5,2010,WD ,1,152000.0
1490,2674,903225090,50,RM,50.0,5000,Pave,None,16,Lvl,16,Corner,9,BrkSide,Feedr,Norm,1Fam,1.5Fin,36,49,1947,1950,Gable,CompShg,CemntBd,CmentBd,0,0.0,9,16,CBlock,9.0,9.0,1.0,25.0,399.0,1.0,0.0,605.0,1004.0,GasA,25,1,25.0,1004,660,0,1664,0.0,0.0,2,0,3,1,9,7,49,2,16.0,Detchd,1.0,2.0,420.0,9.0,9.0,1,0,24,36,0,0,0,0.0,0.0,None,0,10,2006,WD ,1,159000.0
1491,1218,534428020,20,RL,68.0,12493,Pave,None,9,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,16,25,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,PConc,9.0,9.0,1.0,25.0,419.0,9.0,306.0,375.0,1100.0,GasA,9,1,25.0,1100,0,0,1100,1.0,0.0,1,0,3,1,9,6,49,1,1.0,Attchd,4.0,1.0,312.0,9.0,9.0,1,355,0,0,0,0,0,0.0,4.0,None,0,4,2008,WD ,1,141000.0
1492,2547,534403400,20,RL,68.0,10368,Pave,None,9,Lvl,16,CulDSac,9,NAmes,Norm,Norm,1Fam,1Story,36,36,1964,1964,Hip,CompShg,HdBoard,HdBoard,1,112.0,9,9,CBlock,9.0,9.0,1.0,25.0,260.0,4.0,748.0,0.0,1008.0,GasA,25,1,25.0,1488,0,0,1488,1.0,0.0,1,1,3,1,9,7,49,1,16.0,Attchd,9.0,2.0,430.0,9.0,9.0,1,154,60,0,0,0,0,0.0,0.0,None,0,4,2006,WD ,1,167000.0
1493,197,903227150,50,RM,53.0,6360,Pave,None,16,Lvl,16,Corner,9,BrkSide,Feedr,Norm,1Fam,1.5Fin,25,36,1942,1950,Gable,CompShg,MetalSd,MetalSd,1,300.0,9,9,CBlock,9.0,9.0,1.0,9.0,360.0,4.0,159.0,316.0,835.0,GasA,9,1,16.0,955,498,0,1453,0.0,0.0,1,1,3,1,16,7,25,2,4.0,Detchd,1.0,1.0,240.0,9.0,9.0,1,0,0,35,0,148,0,0.0,0.0,None,0,3,2010,WD ,1,132000.0
1494,2091,906201022,20,RL,114.0,10357,Pave,None,9,Lvl,16,Corner,9,SawyerW,Feedr,Norm,1Fam,1Story,49,25,1990,1991,Hip,CompShg,HdBoard,HdBoard,0,0.0,16,9,PConc,16.0,9.0,4.0,36.0,738.0,1.0,0.0,172.0,910.0,GasA,16,1,25.0,1442,0,0,1442,1.0,0.0,2,0,3,1,16,6,49,1,9.0,Attchd,9.0,2.0,719.0,9.0,9.0,1,0,244,0,0,0,0,0.0,0.0,None,0,5,2007,WD ,1,179900.0
1495,87,532377060,20,RL,68.0,9819,Pave,None,9,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,1Story,25,25,1967,1967,Gable,CompShg,MetalSd,MetalSd,1,31.0,9,16,CBlock,9.0,9.0,1.0,16.0,450.0,1.0,0.0,432.0,882.0,GasA,9,1,25.0,900,0,0,900,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Detchd,1.0,1.0,280.0,9.0,9.0,1,0,0,0,0,0,0,0.0,9.0,None,0,2,2010,WD ,1,122000.0
1496,690,535476240,20,RL,80.0,7936,Pave,None,16,Lvl,16,Inside,9,NAmes,Norm,Norm,1Fam,1Story,36,36,1963,1963,Hip,CompShg,HdBoard,HdBoard,0,0.0,9,9,CBlock,9.0,9.0,1.0,16.0,826.0,1.0,0.0,219.0,1045.0,GasA,9,1,25.0,1045,0,0,1045,1.0,0.0,1,0,3,1,9,6,49,1,4.0,Attchd,4.0,1.0,264.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,4,2009,WD ,1,127000.0
1497,2364,527427210,120,RH,26.0,8773,Pave,None,4,Lvl,16,FR2,9,NAmes,Norm,Norm,TwnhsE,1Story,36,25,2002,2002,Gable,CompShg,MetalSd,MetalSd,0,0.0,16,9,PConc,16.0,9.0,1.0,36.0,951.0,1.0,0.0,536.0,1487.0,GasA,25,1,25.0,1419,0,0,1419,1.0,0.0,2,0,2,1,16,4,49,0,0.0,Attchd,9.0,2.0,543.0,9.0,9.0,1,196,68,0,0,0,0,0.0,0.0,None,0,9,2006,WD ,1,190000.0
1498,2050,905100080,85,RL,75.0,11235,Pave,None,16,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,SFoyer,25,25,1964,1980,Gable,CompShg,HdBoard,HdBoard,1,30.0,9,9,CBlock,16.0,9.0,9.0,16.0,785.0,1.0,0.0,635.0,1420.0,GasA,16,1,25.0,1452,0,0,1452,1.0,0.0,1,0,2,1,9,6,25,1,9.0,Detchd,1.0,2.0,572.0,9.0,9.0,1,92,0,88,0,0,0,0.0,0.0,None,0,11,2007,WD ,1,158450.0
1499,769,905101260,80,RL,70.0,12886,Pave,None,9,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,SLvl,25,36,1963,1999,Gable,CompShg,HdBoard,HdBoard,0,0.0,9,9,CBlock,16.0,9.0,9.0,25.0,444.0,1.0,0.0,76.0,520.0,GasA,25,1,25.0,1464,0,0,1464,0.0,1.0,2,0,3,1,9,6,25,1,9.0,Attchd,4.0,2.0,480.0,9.0,9.0,1,302,0,0,0,100,0,0.0,0.0,None,0,10,2009,WD ,1,175000.0
1500,348,527108070,20,RL,42.0,14892,Pave,None,9,HLS,16,CulDSac,9,Gilbert,Norm,Norm,1Fam,1Story,81,25,2006,2007,Gable,CompShg,VinylSd,VinylSd,1,160.0,25,9,PConc,25.0,9.0,16.0,36.0,1320.0,1.0,0.0,426.0,1746.0,GasA,25,1,25.0,1746,0,0,1746,1.0,0.0,2,0,3,1,25,7,49,2,16.0,Attchd,9.0,3.0,758.0,9.0,9.0,1,201,39,0,0,0,0,0.0,0.0,None,0,10,2009,WD ,1,377500.0
1501,200,903233120,50,RM,52.0,6240,Pave,None,16,Lvl,16,Inside,9,BrkSide,Norm,Norm,1Fam,1.5Fin,25,25,1930,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,BrkTil,9.0,9.0,1.0,4.0,448.0,1.0,0.0,480.0,928.0,GasA,9,1,9.0,928,608,0,1536,0.0,0.0,2,0,4,1,9,7,49,1,16.0,Detchd,1.0,2.0,480.0,9.0,9.0,1,0,10,0,0,0,0,0.0,9.0,None,0,3,2010,WD ,1,138400.0
1502,2759,906392100,20,RL,78.0,11645,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,1Story,49,25,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,9.0,36.0,1300.0,1.0,0.0,434.0,1734.0,GasA,25,1,25.0,1734,0,0,1734,1.0,0.0,2,0,3,1,16,7,49,0,0.0,Attchd,9.0,2.0,660.0,9.0,9.0,1,160,24,0,0,0,0,0.0,0.0,None,0,1,2006,WD ,1,260000.0
1503,1700,528114050,20,RL,110.0,14977,Pave,None,9,Lvl,16,Inside,9,NridgHt,Norm,Norm,1Fam,1Story,64,25,2006,2007,Gable,CompShg,VinylSd,VinylSd,1,304.0,16,9,PConc,25.0,9.0,16.0,36.0,1350.0,1.0,0.0,626.0,1976.0,GasA,25,1,25.0,1976,0,0,1976,1.0,0.0,2,0,2,1,16,7,49,1,25.0,Attchd,4.0,3.0,908.0,9.0,9.0,1,250,63,0,0,0,0,0.0,0.0,None,0,7,2007,New,1,440000.0
1504,876,907290070,20,RL,70.0,9100,Pave,None,16,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,1Story,49,25,2001,2001,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1212.0,1212.0,GasA,25,1,25.0,1212,0,0,1212,0.0,0.0,2,0,3,1,16,6,49,0,0.0,Attchd,4.0,2.0,573.0,9.0,9.0,1,356,0,0,0,0,0,0.0,0.0,None,0,6,2009,WD ,1,178000.0
1505,2536,534201280,20,RL,70.0,8400,Pave,None,16,Lvl,16,Inside,9,NAmes,Feedr,Norm,1Fam,1Story,25,25,1968,1968,Hip,CompShg,HdBoard,HdBoard,1,168.0,9,9,CBlock,9.0,9.0,9.0,16.0,1016.0,1.0,0.0,36.0,1052.0,GasA,16,1,25.0,1052,0,0,1052,1.0,0.0,1,1,3,1,9,5,49,0,0.0,Attchd,4.0,1.0,288.0,9.0,9.0,1,356,0,0,0,0,0,0.0,4.0,None,0,11,2006,WD ,1,138500.0
1506,1821,532354060,20,RL,70.0,7420,Pave,None,16,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,1Story,25,25,1962,1962,Hip,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,9.0,417.0,1.0,0.0,640.0,1057.0,GasA,9,1,25.0,1057,0,0,1057,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Detchd,9.0,2.0,576.0,9.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,4,2007,WD ,1,132000.0
1507,2743,905452150,50,RL,75.0,9525,Pave,None,16,Lvl,16,Inside,9,Edwards,Norm,Norm,1Fam,1.5Fin,36,25,1953,1953,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,4.0,468.0,1.0,0.0,532.0,1000.0,GasA,9,1,25.0,1068,541,0,1609,0.0,0.0,1,1,5,1,9,7,49,0,0.0,Attchd,1.0,1.0,305.0,4.0,9.0,1,0,0,0,0,0,0,0.0,0.0,None,0,7,2006,WD ,1,149900.0
1508,1329,903204010,50,RM,68.0,7425,Pave,None,9,Bnk,16,Corner,9,BrkSide,RRAn,Artery,1Fam,1.5Fin,49,49,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,9,9,CBlock,9.0,4.0,1.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,16,1,25.0,1195,473,0,1668,0.0,0.0,1,1,3,1,16,8,49,0,0.0,Attchd,1.0,1.0,252.0,9.0,9.0,1,210,0,0,0,0,0,0.0,0.0,None,0,8,2008,WD ,1,108000.0
1509,1451,907203090,20,RL,88.0,7990,Pave,None,9,Lvl,16,Inside,9,CollgCr,Norm,Norm,1Fam,1Story,25,36,1975,1975,Hip,CompShg,HdBoard,HdBoard,0,0.0,9,9,CBlock,16.0,9.0,1.0,1.0,0.0,1.0,0.0,924.0,924.0,GasA,9,1,25.0,924,0,0,924,0.0,0.0,1,0,3,1,9,5,49,0,0.0,Detchd,1.0,1.0,280.0,9.0,9.0,1,0,0,0,0,0,0,0.0,9.0,None,0,4,2008,WD ,1,110000.0
1510,936,909451180,160,RM,24.0,1300,Pave,None,16,Lvl,16,Inside,9,Blueste,Norm,Norm,TwnhsE,2Story,36,36,1980,1980,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,16.0,9.0,1.0,25.0,285.0,1.0,0.0,276.0,561.0,GasA,9,1,25.0,561,668,0,1229,0.0,0.0,1,1,2,1,9,5,49,1,9.0,Attchd,9.0,2.0,462.0,9.0,9.0,1,150,0,0,0,0,0,0.0,16.0,None,0,5,2009,WD ,1,124000.0
1511,1948,535376010,45,RL,55.0,5500,Pave,None,16,Lvl,16,Inside,9,OldTown,Norm,Norm,1Fam,1.5Unf,16,36,1956,1956,Gable,CompShg,MetalSd,MetalSd,0,0.0,9,9,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,882.0,882.0,GasA,25,1,25.0,882,0,0,882,0.0,0.0,1,0,1,1,9,4,49,0,0.0,None,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,9.0,None,0,4,2007,WD ,1,103200.0
1512,1839,533208020,120,FV,40.0,3606,Pave,Pave,16,Lvl,16,Inside,9,Somerst,Norm,Norm,TwnhsE,1Story,49,25,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,0.0,16,9,PConc,25.0,16.0,1.0,36.0,937.0,1.0,0.0,415.0,1352.0,GasA,25,1,25.0,1352,0,0,1352,1.0,0.0,2,0,2,1,16,5,49,1,16.0,Attchd,4.0,2.0,466.0,9.0,9.0,1,0,241,0,0,0,0,0.0,0.0,None,0,8,2007,New,1,194000.0
1513,2057,905104170,20,RL,68.0,8978,Pave,None,9,Lvl,16,Corner,9,Sawyer,Norm,Norm,1Fam,1Story,25,25,1968,1968,Gable,CompShg,Plywood,Plywood,0,0.0,9,9,PConc,9.0,9.0,1.0,1.0,0.0,1.0,0.0,948.0,948.0,GasA,9,1,25.0,948,0,0,948,0.0,0.0,1,0,3,1,9,6,49,0,0.0,Attchd,1.0,1.0,300.0,9.0,9.0,1,147,0,0,0,0,0,0.0,0.0,None,0,5,2007,WD ,1,108000.0
1514,558,532354230,20,RL,68.0,9079,Pave,None,9,Lvl,16,Inside,9,Sawyer,Norm,Norm,1Fam,1Story,25,25,1961,1961,Gable,CompShg,Wd Sdng,Plywood,0,0.0,9,9,CBlock,9.0,9.0,1.0,16.0,864.0,1.0,0.0,0.0,864.0,GasA,9,1,25.0,864,0,0,864,0.0,0.0,1,0,2,1,9,5,49,0,0.0,Attchd,1.0,1.0,440.0,9.0,9.0,1,158,0,0,0,0,0,0.0,0.0,None,0,7,2009,WD ,1,122000.0
